kjonn;studieretning_utdanningsprogram;fullforingsgrad;foreldrenes_utdanningsniva;intervall_ar;elever;andel_elever_prosent
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Lang høyere utdanning;2005-2010;593;9.4
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Lang høyere utdanning;2006-2011;689;10.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Lang høyere utdanning;2007-2012;672;10
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Lang høyere utdanning;2008-2013;776;10.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Lang høyere utdanning;2009-2014;730;10.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Lang høyere utdanning;2010-2015;801;10.5
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Lang høyere utdanning;2011-2016;847;10.7
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Lang høyere utdanning;2012-2017;917;10.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Lang høyere utdanning;2013-2018;891;10.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;1994-1999;1290;10.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;1997-2002;1999;14.8
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;1998-2003;1710;12.5
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;1999-2004;1636;11.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2000-2005;1984;13.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2001-2006;1696;11.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2002-2007;1849;12
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2003-2008;2047;12.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2004-2009;2226;12.8
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2005-2010;2253;12.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2006-2011;2401;12.5
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2007-2012;2434;12.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2008-2013;2476;12.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2009-2014;2808;13.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2010-2015;2668;12.7
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2011-2016;3052;14
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2012-2017;3231;14.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Kort høyere utdanning;2013-2018;2869;12.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;1994-1999;3051;10.5
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;1997-2002;4143;15.7
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;1998-2003;3674;13.8
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;1999-2004;3368;13.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2000-2005;4063;16.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2001-2006;3422;13.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2002-2007;3604;14.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2003-2008;3681;14.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2004-2009;4088;14.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2005-2010;3919;14
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2006-2011;4275;14.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2007-2012;4033;14.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2008-2013;4235;15
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2009-2014;4469;16.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2010-2015;4285;15.4
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2011-2016;4478;16.4
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2012-2017;4571;16.8
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2013-2018;3863;14.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;1994-1999;606;9.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;1997-2002;916;13.4
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;1998-2003;834;12.5
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;1999-2004;812;12.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2000-2005;918;14.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2001-2006;807;12.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2002-2007;800;11.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2003-2008;831;12.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2004-2009;874;12.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2005-2010;869;12.4
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2006-2011;870;12.8
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2007-2012;861;12.5
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2008-2013;847;13
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2009-2014;885;14.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2010-2015;838;13.8
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2011-2016;885;14.4
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2012-2017;876;14.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2013-2018;855;14.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;1994-1999;82;10
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;1997-2002;93;12.8
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;1998-2003;65;10.7
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;1999-2004;82;15
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2000-2005;113;15.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2001-2006;76;9.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2002-2007;113;11.7
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2003-2008;162;14.5
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2004-2009;164;14.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2005-2010;155;11.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2006-2011;140;11.8
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2007-2012;132;14.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2008-2013;139;12.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2009-2014;158;13.8
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2010-2015;177;13.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2011-2016;270;16.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2012-2017;340;17.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2013-2018;369;16.4
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;1994-1999;2486;4.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;1997-2002;2480;4.7
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;1998-2003;2651;5
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;1999-2004;2539;4.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2000-2005;2851;5.5
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2001-2006;3242;6.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2002-2007;3282;6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2003-2008;3137;5.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2004-2009;3184;5.4
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2005-2010;3184;5.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2006-2011;3416;5.5
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2007-2012;3748;6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2008-2013;3584;5.7
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2009-2014;3549;5.7
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2010-2015;3440;5.4
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2011-2016;3612;5.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2012-2017;3450;5.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2013-2018;3656;5.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;1994-1999;78;1.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;1997-2002;82;1.6
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;1998-2003;99;1.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;1999-2004;79;1.5
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2000-2005;89;1.7
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2001-2006;93;1.7
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2002-2007;133;2.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2003-2008;110;1.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2004-2009;122;2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2005-2010;116;1.8
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2006-2011;140;2.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2007-2012;138;2.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2008-2013;147;2.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2009-2014;156;2.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2010-2015;168;2.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2011-2016;173;2.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2012-2017;153;1.8
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2013-2018;173;2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;1994-1999;421;3.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;1997-2002;444;3.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;1998-2003;481;3.5
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;1999-2004;471;3.4
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2000-2005;557;3.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2001-2006;649;4.4
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2002-2007;617;4
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2003-2008;609;3.7
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2004-2009;724;4.2
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2005-2010;709;3.8
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2006-2011;756;3.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2007-2012;852;4.3
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2008-2013;828;4.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2009-2014;836;4.1
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2010-2015;814;3.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2011-2016;840;3.9
Begge kjønn;Alle studieretninger/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2012-2017;813;3.6
